Start date,Incident type,Receiver country,Category,Initiator country,Political responses,MITRE Impact,Intelligence impact,International Law Breach Indicator,Year
2024-09-20,Hijacking,India,Government and Research,Unknown,0,Defacement,1,Sovereignty,2024
2023-10-20,Hijacking,Taiwan,Not available,Korea,0,Data Manipulation,1,Cyber espionage,2023
2024-10-20,Disruption,Slovenia,Administration,Unknown,0,Data Exfiltration,1,Sovereignty,2024
2023-12-20,Data theft,Russia,Critical Manufacturing,Ukraine,0,Data Exfiltration,2,Armed conflict,2023
2023-12-20,Data theft,Germany,Critical Manufacturing,Unknown,1,Data Exfiltration,3,Human rights,2023
2023-02-21,Disruption,Italy,Military,Russia,0,Network Denial of Service,1,Due diligence,2023
2023-02-21,Disruption,Russia,Not available,Ukraine,0,Network Denial of Service,1,Armed conflict,2023
2023-02-21,Data theft,United States,Military,Unknown,0,Data Exfiltration,5,Human rights,2023
2024-02-21,Data theft,United States,Critical Manufacturing,Unknown,3,Data Encrypted for Impact,3,Human rights,2024
2024-02-21,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-03-21,Disruption,Luxembourg,Government and Research,Russia,1,Network Denial of Service,1,Due diligence,2024
2023-05-21,Disruption,United Kingdom,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2023-05-21,Ransomware,South Africa region,Finance,Russia,0,Data Exfiltration,2,Human rights,2023
2023-05-21,Disruption,United Arab Emirates,Finance,Russia,0,Network Denial of Service,1,Due diligence,2023
2024-05-21,Data theft,United Kingdom,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-05-21,Disruption,New Caledonia,Critical Manufacturing,Unknown,1,Network Denial of Service,1,Sovereignty,2024
2023-06-21,Data theft,France,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-08-21,Disruption,Belgium,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2024-08-21,Disruption,Russia,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2024-09-21,Ransomware,United States,Administration,Unknown,0,Data Exfiltration,2,Human rights,2024
2020-10-21,Data theft,Thailand,Government,Thailand,0,Data Exfiltration,2,Human rights,2020
2024-10-21,Data theft,France,Critical Manufacturing,Unknown,1,Data Exfiltration,2,Human rights,2024
2022-11-21,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2022
2023-11-21,Disruption,Pakistan,Government and Research,Unknown,0,Defacement,1,Air law,2023
2023-11-21,Disruption,Bahrain,Government and Research,Unknown,1,Network Denial of Service,1,Sovereignty,2023
2024-11-21,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-11-21,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2023-12-21,Data theft,United States,Administration,Unknown,0,Data Exfiltration,3,Human rights,2023
2023-12-21,Data theft,Ukraine,Government and Research,Unknown,0,Data Exfiltration,2,Due diligence,2023
2023-12-21,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-12-21,Data theft,Austria,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-01-22,Ransomware,France,Government and Research,Unknown,0,Data Exfiltration,2,Human rights,2024
2023-02-22,Disruption,Russia,Critical Manufacturing,Ukraine,2,Defacement,1,Armed conflict,2023
2024-02-22,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2024
2024-02-22,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2023-03-22,Ransomware,United Kingdom,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2023
2024-03-22,Hijacking,France,Administration,Unknown,0,Defacement,1,Human rights,2024
2022-04-22,Disruption,Ukraine,Administration,Unknown,0,Network Denial of Service,1,Sovereignty,2022
2023-04-22,Disruption,United Kingdom,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2023-04-22,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-04-22,Disruption,France,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2014-05-22,Data theft,Ukraine,Government,Ukraine,0,Data Exfiltration,4,International peace,2014
2023-05-22,Disruption,India,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2024-05-22,Disruption,Denmark,Administration,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2022-06-22,Data theft,Mexico,Government,Mexico,0,Data Exfiltration,1,Human rights,2022
2024-06-22,Ransomware,South Africa,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2023-07-22,Disruption,Estonia,Finance,Korea,1,Data Manipulation,1,Human rights,2023
2024-07-22,Disruption,Croatia,Critical Manufacturing,Unknown,2,Data Encrypted for Impact,1,Air law,2024
2022-08-22,Data theft,India,Not available,Korea,0,Data Exfiltration,5,Cyber espionage,2022
2024-09-22,Hijacking,United States,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,5,Human rights,2024
2022-11-22,Disruption,United Kingdom,Government and Research,Russia,0,Network Denial of Service,1,Due diligence,2022
2023-11-22,Data theft,Spain,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-11-22,Disruption,Switzerland,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2024-11-22,Disruption,Germany,Military,Unknown,0,Network Denial of Service,1,Due diligence,2024
2022-12-22,Ransomware,Korea,Military,Korea,1,Data Exfiltration,3,Cyber espionage,2022
2024-01-23,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Due diligence,2024
2024-01-23,Disruption,Russia,Government and Research,Unknown,0,Data Destruction,3,Armed conflict,2024
2024-01-23,Disruption,Czech Republic,Government and Research,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2024-01-23,Data theft,United Kingdom,Administration,Unknown,0,Data Encrypted for Impact,5,Human rights,2024
2022-02-23,Disruption,Lithuania,Critical Manufacturing,Russia,0,Data Destruction,1,Sovereignty,2022
2022-02-23,Disruption,Ukraine,Government and Research,Russia,1,Network Denial of Service,1,Armed conflict,2022
2023-02-23,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2023
2023-02-23,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-03-23,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2023
2023-05-23,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2024-05-23,Disruption,Germany,Government and Research,Unknown,1,Network Denial of Service,1,Sovereignty,2024
2024-05-23,Data theft,India,Government,China,0,Data Exfiltration,2,Human rights,2024
2023-06-23,Hijacking,Germany,Administration,Unknown,0,Account Access Removal,1,Sovereignty,2023
2023-07-23,Disruption,Spain,Government and Research,Russia,0,Network Denial of Service,1,Due diligence,2023
2023-07-23,Disruption,Kenya,Administration,Unknown,1,Network Denial of Service,1,Due diligence,2023
2024-07-23,Disruption,Russia,Finance,Ukraine,0,Network Denial of Service,1,Armed conflict,2024
2022-08-23,Disruption,Moldova,Critical Manufacturing,Russia,1,Network Denial of Service,1,Cyber espionage,2022
2023-08-23,Data theft,United States,Administration,Unknown,0,Data Exfiltration,3,Human rights,2023
2023-08-23,Data theft,France,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2023
2024-08-23,Disruption,Switzerland,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2023-09-23,Ransomware,Japan,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2023
2023-09-23,Disruption,Finland,Administration,Unknown,0,Network Denial of Service,1,Sovereignty,2023
2023-09-23,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-09-23,Disruption,Slovakia,Government and Research,Unknown,0,Network Denial of Service,1,Sovereignty,2023
2023-09-23,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Due diligence,2023
2024-09-23,Disruption,Austria,Administration,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2024-09-23,Data theft,Spain,Finance,Unknown,1,Data Encrypted for Impact,2,Human rights,2024
2024-09-23,Disruption,Russia,Military,Ukraine,0,Data Destruction,3,Armed conflict,2024
2024-09-23,Disruption,Austria,Government and Research,Russia,1,Network Denial of Service,1,Sovereignty,2024
2024-09-23,Disruption,Uruguay,Government and Research,Unknown,1,Defacement,2,Human rights,2024
2023-10-23,Data theft,Canada,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2023
2023-10-23,Disruption,Brazil,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Armed conflict,2023
2024-10-23,Ransomware,Germany,Administration,Unknown,1,Data Exfiltration,2,Human rights,2024
2024-10-23,Hijacking,Turkey,Not available,Unknown,0,Defacement,1,Human rights,2024
2022-11-23,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2022
2023-11-23,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-11-23,Disruption,Germany,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2021-12-23,Hijacking,Ukraine,Government and Research,Russia,1,Defacement,1,Sovereignty,2021
2022-12-23,Data theft,United States,Other,Unknown,0,Data Exfiltration,3,Human rights,2022
2023-12-23,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2024-01-24,Ransomware,United States,Administration,Russia,0,Data Exfiltration,3,Human rights,2024
2022-02-24,Disruption,Poland,Critical Manufacturing,Russia,7,Disk Wipe,3,Due diligence,2022
2022-02-24,Disruption,Ukraine,Government and Research,Unknown,0,Disk Wipe,3,Armed conflict,2022
2023-03-24,Data theft,Switzerland,Not available,Unknown,2,Data Exfiltration,5,Human rights,2023
2024-03-24,Disruption,Belgium,Other,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2024-03-24,Data theft,Spain,Administration,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-04-24,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-06-24,Data theft,Korea,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2024
2024-07-24,Disruption,Uruguay,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2024-08-24,Disruption,Russia,Critical Manufacturing,Ukraine,0,Data Destruction,1,Armed conflict,2024
2024-08-24,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Air law,2024
2023-09-24,Hijacking,China,Finance,Korea,0,Data Manipulation,1,Human rights,2023
2022-10-24,Data theft,Africa region,Government and Research,Russia,0,Data Exfiltration,2,Cyber espionage,2022
2023-10-24,Disruption,Czech Republic,Government and Research,Russia,0,Network Denial of Service,1,Air law,2023
2021-11-24,Ransomware,United Kingdom,Administration,Russia,0,Data Exfiltration,3,International peace,2021
2023-12-24,Disruption,Germany,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2023-01-25,Disruption,Germany,Military,Russia,1,Network Denial of Service,1,Due diligence,2023
2023-01-25,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2024-01-25,Ransomware,Italy,Other,Unknown,0,Data Exfiltration,4,Human rights,2024
2024-01-25,Ransomware,Italy,Finance,Unknown,0,Data Exfiltration,4,Human rights,2024
2024-01-25,Data theft,Ukraine,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Armed conflict,2024
2024-01-25,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-02-25,Data theft,France,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2024
2024-02-25,Data theft,Mongolia,Government and Research,China,0,Data Exfiltration,3,Cyber espionage,2024
2024-02-25,Disruption,Canada,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2024-02-25,Data theft,Canada,Government and Research,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-02-25,Data theft,China,Military,Unknown,1,Data Exfiltration,3,Cyber espionage,2024
2024-02-25,Data theft,Middle East region,Government and Research,United Arab Emirates,0,Data Exfiltration,2,Cyber espionage,2024
2024-02-25,Data theft,United States,Administration,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-02-25,Ransomware,Romania,Government and Research,Unknown,0,Data Exfiltration,3,Human rights,2024
2024-02-25,Disruption,Singapore,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2024-02-25,Disruption,Denmark,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Air law,2024
2024-02-25,Data theft,United States,Administration,Unknown,0,Data Exfiltration,2,Sovereignty,2024
2024-02-25,Data theft,Australia,Government and Research,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-02-25,Data theft,Spain,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2024
2024-02-25,Data theft,Canada,Government and Research,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-02-25,Data theft,Asia region,Government and Research,Unknown,0,Data Exfiltration,3,Cyber espionage,2024
2023-04-25,Disruption,France,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2024-04-25,Disruption,France,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2024-05-25,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2024-05-25,Disruption,Russia,Other,Unknown,0,Data Encrypted for Impact,1,Armed conflict,2024
2020-06-25,Disruption,United States,Military,Russia,0,Data Encrypted for Impact,1,Due diligence,2020
2023-07-25,Disruption,Ukraine,Other,Russia,0,Data Destruction,3,Armed conflict,2023
2023-07-25,Disruption,United Kingdom,Not available,Russia,0,Network Denial of Service,1,Human rights,2023
2023-07-25,Ransomware,United Arab Emirates,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-07-25,Ransomware,United States,Administration,Unknown,0,Data Exfiltration,4,Human rights,2023
2024-08-25,Disruption,France,Government,Russia,0,Network Denial of Service,1,Sovereignty,2024
2024-08-25,Data theft,Italy,Administration,Unknown,0,Data Exfiltration,5,Human rights,2024
2024-08-25,Disruption,France,Government,Unknown,0,Network Denial of Service,1,Due diligence,2024
2024-08-25,Disruption,France,Government and Research,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2024-08-25,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2024
2023-09-25,Disruption,Canada,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Sovereignty,2023
2024-09-25,Disruption,United Kingdom,Critical Manufacturing,Unknown,1,Defacement,1,Sovereignty,2024
2023-10-25,Disruption,United States,Critical Manufacturing,Unknown,0,Firmware Corruption,1,Sovereignty,2023
2024-11-25,Ransomware,United States,Critical Manufacturing,Unknown,0,Account Access Removal,1,Sovereignty,2024
2024-11-25,Disruption,Australia,Government and Research,Unknown,0,Network Denial of Service,1,Due diligence,2024
2022-12-25,Ransomware,Portugal,Critical Manufacturing,Russia,0,Data Exfiltration,5,Sovereignty,2022
2024-01-26,Data theft,Mexico,Government and Research,Mexico,0,Data Exfiltration,5,Human rights,2024
2022-02-26,Hijacking,Russia,Other,Unknown,0,Data Manipulation,1,Human rights,2022
2023-02-26,Disruption,Denmark,Critical Manufacturing,Sudan,0,Network Denial of Service,1,Human rights,2023
2023-02-26,Disruption,Canada,Finance,Unknown,0,Network Denial of Service,1,Due diligence,2023
2024-02-26,Hijacking,Philippines,Military,Unknown,0,Account Access Removal,1,Due diligence,2024
2024-02-26,Ransomware,Sweden,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2023-03-26,Disruption,France,Government and Research,Russia,0,Network Denial of Service,1,Due diligence,2023
2023-03-26,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2024-03-26,Disruption,Luxembourg,Administration,Russia,0,Network Denial of Service,1,Due diligence,2024
2024-03-26,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,1,Sovereignty,2024
2023-04-26,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Due diligence,2023
2023-04-26,Disruption,Israel,Critical Manufacturing,Russia,0,Network Denial of Service,1,Law of the sea,2023
2024-04-26,Hijacking,Uruguay,Administration,Unknown,0,Defacement,1,Sovereignty,2024
2023-05-26,Disruption,Senegal,Government and Research,Bangladesh,0,Network Denial of Service,1,Due diligence,2023
2023-05-26,Data theft,United States,Administration,Unknown,0,Data Exfiltration,3,Human rights,2023
2023-05-26,Disruption,Italy,Government and Research,Unknown,0,Network Denial of Service,1,Due diligence,2023
2024-05-26,Disruption,France,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2023-06-26,Disruption,Belgium,Government and Research,Unknown,0,Network Denial of Service,1,Sovereignty,2023
2023-07-26,Data theft,Brazil,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2023
2024-07-26,Hijacking,Argentina,Administration,Unknown,0,Data Manipulation,1,Sovereignty,2024
2024-08-26,Disruption,Venezuela,Government,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2023-09-26,Disruption,Canada,Critical Manufacturing,India,0,Network Denial of Service,1,Due diligence,2023
2024-09-26,Disruption,United States,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2023-10-26,Ransomware,United Kingdom,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-11-26,Disruption,United States,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2023-12-26,Disruption,Trinidad and Tobago,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2024-01-27,Data theft,Spain,Government and Research,United States,0,Data Exfiltration,2,Human rights,2024
2024-01-27,Ransomware,Germany,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2022-02-27,Data theft,Middle East region,Government and Research,Unknown,0,Data Exfiltration,4,Cyber espionage,2022
2023-02-27,Hijacking,United States,Government and Research,Ukraine,1,Defacement,1,Due diligence,2023
2024-02-27,Disruption,Japan,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2024-02-27,Data theft,United States,Finance,Unknown,0,Data Exfiltration,3,Human rights,2024
2023-03-27,Data theft,Cyprus,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-04-27,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2023
2022-05-27,Disruption,United States,Critical Manufacturing,Russia,0,Data Encrypted for Impact,1,Human rights,2022
2023-05-27,Disruption,Germany,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2023-05-27,Ransomware,United Kingdom,Finance,Unknown,2,Data Exfiltration,2,Human rights,2023
2023-05-27,Disruption,Russia,Other,Ukraine,0,Defacement,1,Armed conflict,2023
2024-05-27,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2024-06-27,Ransomware,Croatia,Critical Manufacturing,Unknown,0,Data Exfiltration,1,Human rights,2024
2024-06-27,Data theft,United States,Not available,Unknown,0,Data Exfiltration,2,Cyber espionage,2024
2023-08-27,Hijacking,United States,Critical Manufacturing,Unknown,0,Data Manipulation,1,Sovereignty,2023
2024-08-27,Disruption,Germany,Government and Research,Unknown,1,Network Denial of Service,1,Sovereignty,2024
2023-09-27,Ransomware,Portugal,Administration,Unknown,0,Data Exfiltration,2,Due diligence,2023
2023-10-27,Disruption,Russia,Critical Manufacturing,Ukraine,0,Network Denial of Service,1,Armed conflict,2023
2024-11-27,Ransomware,Argentina,Government and Research,Unknown,0,Data Encrypted for Impact,2,Human rights,2024
2024-11-27,Disruption,United States,Administration,Unknown,1,Data Destruction,1,Sovereignty,2024
2022-12-27,Hijacking,United States,Government and Research,Russia,0,Defacement,1,Due diligence,2022
2023-12-27,Data theft,Switzerland,Government and Research,Unknown,0,Data Exfiltration,5,Due diligence,2023
2023-01-28,Disruption,Poland,Critical Manufacturing,Russia,1,Network Denial of Service,1,Human rights,2023
2023-01-28,Ransomware,United Kingdom,Administration,Unknown,4,Data Exfiltration,4,Human rights,2023
2024-01-28,Disruption,Ukraine,Administration,Unknown,0,Network Denial of Service,1,Armed conflict,2024
2024-01-28,Data theft,Italy,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,4,Human rights,2024
2023-02-28,Disruption,Poland,Administration,Russia,1,Network Denial of Service,1,Due diligence,2023
2023-02-28,Data theft,Asia region,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Due diligence,2023
2023-02-28,Disruption,Russia,Military,Ukraine,0,Network Denial of Service,1,Armed conflict,2023
2023-02-28,Data theft,India,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2023
2024-02-28,Hijacking,Ukraine,Government and Research,Unknown,1,Defacement,1,Sovereignty,2024
2023-03-28,Data theft,India,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-03-28,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2023-03-28,Ransomware,Puerto Rico,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-03-28,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2023-03-28,Data theft,Korea,Not available,Korea,1,Data Exfiltration,2,Cyber espionage,2023
2022-04-28,Disruption,United States,Critical Manufacturing,Unknown,0,Data Destruction,5,Human rights,2022
2023-04-28,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2024-04-28,Ransomware,Canada,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2024
2023-05-28,Ransomware,India,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-05-28,Disruption,Italy,Finance,Russia,0,Network Denial of Service,1,Due diligence,2023
2023-07-28,Disruption,Israel,Critical Manufacturing,Iran,0,Network Denial of Service,1,Due diligence,2023
2024-07-28,Disruption,Venezuela,Government,Mexico,1,Network Denial of Service,1,Due diligence,2024
2024-07-28,Data theft,Korea,Administration,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-07-28,Hijacking,Philippines,Government and Research,Unknown,0,Defacement,1,Sovereignty,2024
2023-09-28,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2023-09-28,Disruption,Germany,Government and Research,Unknown,0,Network Denial of Service,1,Sovereignty,2023
2023-09-28,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-09-28,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2023-09-28,Disruption,Russia,Critical Manufacturing,Ukraine,0,Network Denial of Service,1,Due diligence,2023
2024-09-28,Hijacking,Spain,Critical Manufacturing,Unknown,1,Data Encrypted for Impact,1,Sovereignty,2024
2023-10-28,Ransomware,Canada,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-10-28,Disruption,Germany,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2022-11-28,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2022
2023-11-28,Disruption,Germany,Critical Manufacturing,Unknown,0,Data Destruction,3,Human rights,2023
2023-11-28,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-11-28,Hijacking,Pakistan,Critical Manufacturing,Unknown,0,Data Manipulation,1,Sovereignty,2024
2023-12-28,Disruption,United States,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2024-01-29,Data theft,France,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-02-29,Data theft,Taiwan,Critical Manufacturing,Unknown,1,Data Exfiltration,2,Sovereignty,2024
2024-02-29,Hijacking,Sweden,Finance,Unknown,0,Data Manipulation,1,Sovereignty,2024
2023-03-29,Ransomware,Germany,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Due diligence,2023
2024-03-29,Disruption,Spain,Administration,Russia,0,Data Encrypted for Impact,1,Due diligence,2024
2024-03-29,Ransomware,United States,Military,Unknown,0,Data Exfiltration,2,Due diligence,2024
2022-04-29,Disruption,Romania,Government and Research,Russia,1,Network Denial of Service,1,Due diligence,2022
2023-04-29,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Due diligence,2023
2023-04-29,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-04-29,Disruption,Argentina,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2024-04-29,Ransomware,United States,Administration,Unknown,0,Data Exfiltration,2,Sovereignty,2024
2023-05-29,Disruption,Senegal,Government and Research,Bangladesh,0,Network Denial of Service,1,Due diligence,2023
2023-05-29,Disruption,France,Other,Bangladesh,0,Network Denial of Service,1,Due diligence,2023
2023-05-29,Disruption,Iran,Government and Research,Unknown,0,Defacement,1,Due diligence,2023
2023-05-29,Disruption,Greece,Government and Research,Unknown,1,Network Denial of Service,1,Human rights,2023
2022-06-29,Data theft,Japan,Government and Research,China,0,Data Exfiltration,2,Cyber espionage,2022
2022-06-29,Data theft,Norway,Administration,Russia,2,Data Exfiltration,2,Sovereignty,2022
2023-06-29,Ransomware,Australia,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2023
2024-07-29,Ransomware,Switzerland,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2024
2024-07-29,Disruption,Italy,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2022-08-29,Disruption,Russia,Finance,Ukraine,0,Network Denial of Service,1,Sovereignty,2022
2022-08-29,Disruption,Russia,Critical Manufacturing,Ukraine,0,Network Denial of Service,1,Armed conflict,2022
2023-08-29,Disruption,United States,Critical Manufacturing,Sudan,0,Network Denial of Service,1,Human rights,2023
2023-09-29,Disruption,New Zealand,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Due diligence,2023
2023-09-29,Ransomware,United States,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2022-10-29,Disruption,China,Government and Research,Unknown,0,Defacement,1,Sovereignty,2022
2023-10-29,Disruption,Germany,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Due diligence,2023
2024-11-29,Disruption,United States,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2022-12-29,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2022
2023-12-29,Ransomware,Sweden,Other,Unknown,0,Data Exfiltration,1,Due diligence,2023
2023-03-30,Ransomware,India,Administration,Russia,0,Data Exfiltration,3,Human rights,2023
2023-03-30,Ransomware,United Kingdom,Government,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-03-30,Disruption,Chile,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Due diligence,2024
2023-04-30,Data theft,United States,Government and Research,Unknown,0,Data Exfiltration,4,Human rights,2023
2023-04-30,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-04-30,Data theft,Finland,Administration,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-04-30,Disruption,Ecuador,Government and Research,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2023-05-30,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-05-30,Data theft,United States,Government and Research,Unknown,0,Data Exfiltration,3,Human rights,2023
2024-07-30,Disruption,United States,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2023-08-30,Ransomware,France,Administration,Unknown,0,Data Exfiltration,2,Due diligence,2023
